time,gibbs,gibbs,,
4001,0.154425709,0.259365016,-4.0094E-05,-0.194047551
4002,0.154425664,0.259336369,-4.0139E-05,-0.194076198
4003,0.154425618,0.259307636,-4.0185E-05,-0.194104931
4004,0.154425572,0.259278816,-4.0231E-05,-0.194133751
4005,0.154425526,0.259249909,-4.0277E-05,-0.194162658
4006,0.15442548,0.259220915,-4.0323E-05,-0.194191652
4007,0.154425434,0.259191833,-4.0369E-05,-0.194220734
4008,0.154425388,0.259162663,-4.0415E-05,-0.194249904
4009,0.154425341,0.259133405,-4.0462E-05,-0.194279162
4010,0.154425295,0.259104058,-4.0508E-05,-0.194308509
4011,0.154425248,0.259074622,-4.0555E-05,-0.194337945
4012,0.154425202,0.259045096,-4.0601E-05,-0.194367471
4013,0.154425155,0.259015481,-4.0648E-05,-0.194397086
4014,0.154425108,0.258985776,-4.0695E-05,-0.194426791
4015,0.154425062,0.25895598,-4.0741E-05,-0.194456587
4016,0.154425015,0.258926093,-4.0788E-05,-0.194486474
4017,0.154424968,0.258896115,-4.0835E-05,-0.194516452
4018,0.154424921,0.258866046,-4.0882E-05,-0.194546521
4019,0.154424873,0.258835885,-4.093E-05,-0.194576682
4020,0.154424826,0.258805631,-4.0977E-05,-0.194606936
4021,0.154424779,0.258775285,-4.1024E-05,-0.194637282
4022,0.154424731,0.258744846,-4.1072E-05,-0.194667721
4023,0.154424684,0.258714313,-4.1119E-05,-0.194698254
4024,0.154424636,0.258683687,-4.1167E-05,-0.19472888
4025,0.154424588,0.258652966,-4.1215E-05,-0.194759601
4026,0.154424541,0.258622152,-4.1262E-05,-0.194790415
4027,0.154424493,0.258591242,-4.131E-05,-0.194821325
4028,0.154424445,0.258560237,-4.1358E-05,-0.19485233
4029,0.154424397,0.258529136,-4.1406E-05,-0.194883431
4030,0.154424348,0.25849794,-4.1455E-05,-0.194914627
4031,0.1544243,0.258466647,-4.1503E-05,-0.19494592
4032,0.154424252,0.258435257,-4.1551E-05,-0.19497731
4033,0.154424203,0.25840377,-4.16E-05,-0.195008797
4034,0.154424155,0.258372185,-4.1648E-05,-0.195040382
4035,0.154424106,0.258340503,-4.1697E-05,-0.195072064
4036,0.154424058,0.258308722,-4.1745E-05,-0.195103845
4037,0.154424009,0.258276842,-4.1794E-05,-0.195135725
4038,0.15442396,0.258244863,-4.1843E-05,-0.195167704
4039,0.154423911,0.258212785,-4.1892E-05,-0.195199782
4040,0.154423862,0.258180607,-4.1941E-05,-0.19523196
4041,0.154423813,0.258148328,-4.199E-05,-0.195264239
4042,0.154423763,0.258115949,-4.204E-05,-0.195296618
4043,0.154423714,0.258083468,-4.2089E-05,-0.195329099
4044,0.154423665,0.258050886,-4.2138E-05,-0.195361681
4045,0.154423615,0.258018201,-4.2188E-05,-0.195394366
4046,0.154423565,0.257985414,-0.000042238,-0.195427153
4047,0.154423516,0.257952525,-4.2287E-05,-0.195460042
4048,0.154423466,0.257919532,-4.2337E-05,-0.195493035
4049,0.154423416,0.257886435,-4.2387E-05,-0.195526132
4050,0.154423366,0.257853234,-4.2437E-05,-0.195559333
4051,0.154423316,0.257819928,-4.2487E-05,-0.195592639
4052,0.154423266,0.257786518,-4.2537E-05,-0.195626049
4053,0.154423215,0.257753002,-4.2588E-05,-0.195659565
4054,0.154423165,0.25771938,-4.2638E-05,-0.195693187
4055,0.154423115,0.257685652,-4.2688E-05,-0.195726915
4056,0.154423064,0.257651816,-4.2739E-05,-0.195760751
4057,0.154423013,0.257617874,-4.279E-05,-0.195794693
4058,0.154422963,0.257583824,-4.284E-05,-0.195828743
4059,0.154422912,0.257549666,-4.2891E-05,-0.195862901
4060,0.154422861,0.257515399,-4.2942E-05,-0.195897168
4061,0.15442281,0.257481023,-4.2993E-05,-0.195931544
4062,0.154422759,0.257446537,-4.3044E-05,-0.19596603
4063,0.154422707,0.257411942,-4.3096E-05,-0.196000625
4064,0.154422656,0.257377236,-4.3147E-05,-0.196035331
4065,0.154422605,0.257342419,-4.3198E-05,-0.196070148
4066,0.154422553,0.25730749,-4.325E-05,-0.196105077
4067,0.154422501,0.25727245,-4.3302E-05,-0.196140117
4068,0.15442245,0.257237298,-4.3353E-05,-0.196175269
4069,0.154422398,0.257202032,-4.3405E-05,-0.196210535
4070,0.154422346,0.257166653,-4.3457E-05,-0.196245914
4071,0.154422294,0.257131161,-4.3509E-05,-0.196281406
4072,0.154422242,0.257095554,-4.3561E-05,-0.196317013
4073,0.15442219,0.257059832,-4.3613E-05,-0.196352735
4074,0.154422137,0.257023995,-4.3666E-05,-0.196388572
4075,0.154422085,0.256988042,-4.3718E-05,-0.196424525
4076,0.154422032,0.256951972,-4.3771E-05,-0.196460595
4077,0.15442198,0.256915786,-4.3823E-05,-0.196496781
4078,0.154421927,0.256879483,-4.3876E-05,-0.196533084
4079,0.154421874,0.256843061,-4.3929E-05,-0.196569506
4080,0.154421821,0.256806521,-4.3982E-05,-0.196606046
4081,0.154421768,0.256769863,-4.4035E-05,-0.196642704
4082,0.154421715,0.256733085,-4.4088E-05,-0.196679482
4083,0.154421662,0.256696187,-4.4141E-05,-0.19671638
4084,0.154421608,0.256659168,-4.4195E-05,-0.196753399
4085,0.154421555,0.256622029,-4.4248E-05,-0.196790538
4086,0.154421501,0.256584768,-4.4302E-05,-0.196827799
4087,0.154421448,0.256547385,-4.4355E-05,-0.196865182
4088,0.154421394,0.256509879,-4.4409E-05,-0.196902688
4089,0.15442134,0.25647225,-4.4463E-05,-0.196940317
4090,0.154421286,0.256434497,-4.4517E-05,-0.19697807
4091,0.154421232,0.25639662,-4.4571E-05,-0.197015947
4092,0.154421178,0.256358618,-4.4625E-05,-0.197053949
4093,0.154421124,0.256320491,-4.4679E-05,-0.197092076
4094,0.154421069,0.256282238,-4.4734E-05,-0.197130329
4095,0.154421015,0.256243858,-4.4788E-05,-0.197168709
4096,0.15442096,0.256205351,-4.4843E-05,-0.197207216
4097,0.154420906,0.256166717,-4.4897E-05,-0.19724585
4098,0.154420851,0.256127954,-4.4952E-05,-0.197284613
4099,0.154420796,0.256089062,-4.5007E-05,-0.197323505
4100,0.154420741,0.256050041,-4.5062E-05,-0.197362526
4101,0.154420686,0.25601089,-4.5117E-05,-0.197401677
4102,0.154420631,0.255971608,-4.5172E-05,-0.197440959
4103,0.154420575,0.255932195,-4.5228E-05,-0.197480372
4104,0.15442052,0.25589265,-4.5283E-05,-0.197519917
4105,0.154420465,0.255852973,-4.5338E-05,-0.197559594
4106,0.154420409,0.255813163,-4.5394E-05,-0.197599404
4107,0.154420353,0.255773218,-4.545E-05,-0.197639349
4108,0.154420297,0.25573314,-4.5506E-05,-0.197679427
4109,0.154420241,0.255692927,-4.5562E-05,-0.19771964
4110,0.154420185,0.255652578,-4.5618E-05,-0.197759989
4111,0.154420129,0.255612093,-4.5674E-05,-0.197800474
4112,0.154420073,0.255571471,-4.573E-05,-0.197841096
4113,0.154420016,0.255530711,-4.5787E-05,-0.197881856
4114,0.15441996,0.255489814,-4.5843E-05,-0.197922753
4115,0.154419903,0.255448778,-4.59E-05,-0.197963789
4116,0.154419847,0.255407602,-4.5956E-05,-0.198004965
4117,0.15441979,0.255366286,-4.6013E-05,-0.198046281
4118,0.154419733,0.255324829,-4.607E-05,-0.198087738
4119,0.154419676,0.255283231,-4.6127E-05,-0.198129336
4120,0.154419619,0.255241491,-4.6184E-05,-0.198171076
4121,0.154419561,0.255199609,-4.6242E-05,-0.198212958
4122,0.154419504,0.255157582,-4.6299E-05,-0.198254985
4123,0.154419447,0.255115412,-4.6356E-05,-0.198297155
4124,0.154419389,0.255073096,-4.6414E-05,-0.198339471
4125,0.154419331,0.255030635,-4.6472E-05,-0.198381932
4126,0.154419273,0.254988028,-4.653E-05,-0.198424539
4127,0.154419215,0.254945274,-4.6588E-05,-0.198467293
4128,0.154419157,0.254902372,-4.6646E-05,-0.198510195
4129,0.154419099,0.254859322,-4.6704E-05,-0.198553245
4130,0.154419041,0.254816123,-4.6762E-05,-0.198596444
4131,0.154418983,0.254772774,-4.682E-05,-0.198639793
4132,0.154418924,0.254729274,-4.6879E-05,-0.198683293
4133,0.154418865,0.254685623,-4.6938E-05,-0.198726944
4134,0.154418807,0.25464182,-4.6996E-05,-0.198770747
4135,0.154418748,0.254597864,-4.7055E-05,-0.198814703
4136,0.154418689,0.254553754,-4.7114E-05,-0.198858813
4137,0.15441863,0.25450949,-4.7173E-05,-0.198903077
4138,0.154418571,0.254465071,-4.7232E-05,-0.198947496
4139,0.154418511,0.254420496,-4.7292E-05,-0.198992071
4140,0.154418452,0.254375765,-4.7351E-05,-0.199036802
4141,0.154418392,0.254330876,-4.7411E-05,-0.199081691
4142,0.154418333,0.254285828,-4.747E-05,-0.199126739
4143,0.154418273,0.254240622,-4.753E-05,-0.199171945
4144,0.154418213,0.254195256,-4.759E-05,-0.199217311
4145,0.154418153,0.254149729,-4.765E-05,-0.199262838
4146,0.154418093,0.254104041,-4.771E-05,-0.199308526
4147,0.154418033,0.25405819,-4.777E-05,-0.199354377
4148,0.154417972,0.254012176,-4.7831E-05,-0.199400391
4149,0.154417912,0.253965998,-4.7891E-05,-0.199446569
4150,0.154417851,0.253919656,-4.7952E-05,-0.199492911
4151,0.154417791,0.253873148,-4.8012E-05,-0.199539419
4152,0.15441773,0.253826473,-4.8073E-05,-0.199586094
4153,0.154417669,0.253779631,-4.8134E-05,-0.199632936
4154,0.154417608,0.253732621,-4.8195E-05,-0.199679946
4155,0.154417546,0.253685441,-4.8257E-05,-0.199727126
4156,0.154417485,0.253638092,-4.8318E-05,-0.199774475
4157,0.154417424,0.253590572,-4.8379E-05,-0.199821995
4158,0.154417362,0.253542879,-4.8441E-05,-0.199869688
4159,0.1544173,0.253495015,-4.8503E-05,-0.199917552
4160,0.154417239,0.253446976,-4.8564E-05,-0.199965591
4161,0.154417177,0.253398763,-4.8626E-05,-0.200013804
4162,0.154417115,0.253350375,-4.8688E-05,-0.200062192
4163,0.154417052,0.253301811,-4.8751E-05,-0.200110756
4164,0.15441699,0.253253069,-4.8813E-05,-0.200159498
4165,0.154416928,0.253204148,-4.8875E-05,-0.200208419
4166,0.154416865,0.253155049,-4.8938E-05,-0.200257518
4167,0.154416803,0.253105769,-4.9E-05,-0.200306798
4168,0.15441674,0.253056308,-4.9063E-05,-0.200356259
4169,0.154416677,0.253006666,-4.9126E-05,-0.200405901
4170,0.154416614,0.25295684,-4.9189E-05,-0.200455727
4171,0.154416551,0.25290683,-4.9252E-05,-0.200505737
4172,0.154416487,0.252856634,-4.9316E-05,-0.200555933
4173,0.154416424,0.252806253,-4.9379E-05,-0.200606314
4174,0.15441636,0.252755685,-4.9443E-05,-0.200656882
4175,0.154416297,0.252704928,-4.9506E-05,-0.200707639
4176,0.154416233,0.252653982,-4.957E-05,-0.200758585
4177,0.154416169,0.252602846,-4.9634E-05,-0.200809721
4178,0.154416105,0.252551519,-4.9698E-05,-0.200861048
4179,0.154416041,0.252499999,-4.9762E-05,-0.200912568
4180,0.154415976,0.252448286,-4.9827E-05,-0.200964281
4181,0.154415912,0.252396378,-4.9891E-05,-0.201016189
4182,0.154415847,0.252344275,-4.9956E-05,-0.201068292
4183,0.154415783,0.252291975,-5.002E-05,-0.201120592
4184,0.154415718,0.252239477,-5.0085E-05,-0.20117309
4185,0.154415653,0.25218678,-5.015E-05,-0.201225787
4186,0.154415588,0.252133883,-5.0215E-05,-0.201278684
4187,0.154415523,0.252080785,-5.028E-05,-0.201331782
4188,0.154415457,0.252027484,-5.0346E-05,-0.201385083
4189,0.154415392,0.25197398,-5.0411E-05,-0.201438587
4190,0.154415326,0.251920272,-5.0477E-05,-0.201492295
4191,0.154415261,0.251866357,-5.0542E-05,-0.20154621
4192,0.154415195,0.251812235,-5.0608E-05,-0.201600332
4193,0.154415129,0.251757905,-5.0674E-05,-0.201654662
4194,0.154415063,0.251703366,-5.074E-05,-0.201709201
4195,0.154414996,0.251648616,-5.0807E-05,-0.201763951
4196,0.15441493,0.251593654,-5.0873E-05,-0.201818913
4197,0.154414863,0.251538478,-5.094E-05,-0.201874089
4198,0.154414797,0.251483089,-5.1006E-05,-0.201929478
4199,0.15441473,0.251427483,-5.1073E-05,-0.201985084
4200,0.154414663,0.251371661,-5.114E-05,-0.202040906
4201,0.154414596,0.25131562,-5.1207E-05,-0.202096947
4202,0.154414529,0.25125936,-5.1274E-05,-0.202153207
4203,0.154414462,0.251202879,-5.1341E-05,-0.202209688
4204,0.154414394,0.251146175,-5.1409E-05,-0.202266392
4205,0.154414326,0.251089248,-5.1477E-05,-0.202323319
4206,0.154414259,0.251032096,-5.1544E-05,-0.202380471
4207,0.154414191,0.250974718,-5.1612E-05,-0.202437849
4208,0.154414123,0.250917112,-5.168E-05,-0.202495455
4209,0.154414055,0.250859277,-5.1748E-05,-0.20255329
4210,0.154413986,0.250801211,-5.1817E-05,-0.202611356
4211,0.154413918,0.250742914,-5.1885E-05,-0.202669653
4212,0.154413849,0.250684383,-5.1954E-05,-0.202728184
4213,0.154413781,0.250625617,-5.2022E-05,-0.20278695
4214,0.154413712,0.250566616,-5.2091E-05,-0.202845951
4215,0.154413643,0.250507376,-5.216E-05,-0.202905191
4216,0.154413574,0.250447897,-5.2229E-05,-0.20296467
4217,0.154413504,0.250388178,-5.2299E-05,-0.203024389
4218,0.154413435,0.250328216,-5.2368E-05,-0.203084351
4219,0.154413366,0.25026801,-5.2437E-05,-0.203144557
4220,0.154413296,0.25020756,-5.2507E-05,-0.203205007
4221,0.154413226,0.250146862,-5.2577E-05,-0.203265705
4222,0.154413156,0.250085916,-5.2647E-05,-0.203326651
4223,0.154413086,0.250024719,-5.2717E-05,-0.203387848
4224,0.154413016,0.249963271,-5.2787E-05,-0.203449296
4225,0.154412945,0.24990157,-5.2858E-05,-0.203510997
4226,0.154412875,0.249839613,-5.2928E-05,-0.203572954
4227,0.154412804,0.2497774,-5.2999E-05,-0.203635167
4228,0.154412733,0.249714929,-5.307E-05,-0.203697638
4229,0.154412662,0.249652197,-5.3141E-05,-0.20376037
4230,0.154412591,0.249589204,-5.3212E-05,-0.203823363
4231,0.15441252,0.249525947,-5.3283E-05,-0.20388662
4232,0.154412448,0.249462425,-5.3355E-05,-0.203950142
4233,0.154412377,0.249398636,-5.3426E-05,-0.204013931
4234,0.154412305,0.249334579,-5.3498E-05,-0.204077988
4235,0.154412233,0.24927025,-5.357E-05,-0.204142317
4236,0.154412161,0.249205649,-5.3642E-05,-0.204206918
4237,0.154412089,0.249140774,-5.3714E-05,-0.204271793
4238,0.154412017,0.249075622,-5.3786E-05,-0.204336945
4239,0.154411945,0.249010193,-5.3858E-05,-0.204402374
4240,0.154411872,0.248944483,-5.3931E-05,-0.204468084
4241,0.154411799,0.248878491,-5.4004E-05,-0.204534076
4242,0.154411726,0.248812216,-5.4077E-05,-0.204600351
4243,0.154411653,0.248745654,-5.415E-05,-0.204666913
4244,0.15441158,0.248678805,-5.4223E-05,-0.204733762
4245,0.154411507,0.248611665,-5.4296E-05,-0.204800902
4246,0.154411433,0.248544234,-5.437E-05,-0.204868333
4247,0.15441136,0.248476508,-5.4443E-05,-0.204936059
4248,0.154411286,0.248408487,-5.4517E-05,-0.20500408
4249,0.154411212,0.248340167,-5.4591E-05,-0.2050724
4250,0.154411138,0.248271546,-5.4665E-05,-0.205141021
4251,0.154411064,0.248202623,-5.4739E-05,-0.205209944
4252,0.154410989,0.248133395,-5.4814E-05,-0.205279172
4253,0.154410915,0.24806386,-5.4888E-05,-0.205348707
4254,0.15441084,0.247994016,-5.4963E-05,-0.205418551
4255,0.154410765,0.24792386,-5.5038E-05,-0.205488707
4256,0.15441069,0.24785339,-5.5113E-05,-0.205559177
4257,0.154410615,0.247782604,-5.5188E-05,-0.205629963
4258,0.15441054,0.247711499,-5.5263E-05,-0.205701068
4259,0.154410464,0.247640073,-5.5339E-05,-0.205772494
4260,0.154410389,0.247568323,-5.5414E-05,-0.205844244
4261,0.154410313,0.247496248,-5.549E-05,-0.205916319
4262,0.154410237,0.247423844,-5.5566E-05,-0.205988723
4263,0.154410161,0.24735111,-5.5642E-05,-0.206061457
4264,0.154410084,0.247278041,-5.5719E-05,-0.206134526
4265,0.154410008,0.247204637,-5.5795E-05,-0.20620793
4266,0.154409932,0.247130894,-5.5871E-05,-0.206281673
4267,0.154409855,0.247056809,-5.5948E-05,-0.206355758
4268,0.154409778,0.246982381,-5.6025E-05,-0.206430186
4269,0.154409701,0.246907605,-5.6102E-05,-0.206504962
4270,0.154409624,0.24683248,-5.6179E-05,-0.206580087
4271,0.154409546,0.246757002,-5.6257E-05,-0.206655565
4272,0.154409469,0.24668117,-5.6334E-05,-0.206731397
4273,0.154409391,0.246604979,-5.6412E-05,-0.206807588
4274,0.154409313,0.246528426,-5.649E-05,-0.206884141
4275,0.154409235,0.24645151,-5.6568E-05,-0.206961057
4276,0.154409157,0.246374227,-5.6646E-05,-0.20703834
4277,0.154409079,0.246296573,-5.6724E-05,-0.207115994
4278,0.154409,0.246218547,-5.6803E-05,-0.20719402
4279,0.154408921,0.246140144,-5.6882E-05,-0.207272423
4280,0.154408843,0.246061361,-5.696E-05,-0.207351206
4281,0.154408764,0.245982195,-5.7039E-05,-0.207430372
4282,0.154408684,0.245902644,-5.7119E-05,-0.207509923
4283,0.154408605,0.245822702,-5.7198E-05,-0.207589865
4284,0.154408526,0.245742368,-5.7277E-05,-0.207670199
4285,0.154408446,0.245661638,-5.7357E-05,-0.207750929
4286,0.154408366,0.245580508,-5.7437E-05,-0.207832059
4287,0.154408286,0.245498974,-5.7517E-05,-0.207913593
4288,0.154408206,0.245417033,-5.7597E-05,-0.207995534
4289,0.154408126,0.245334682,-5.7677E-05,-0.208077885
4290,0.154408045,0.245251917,-5.7758E-05,-0.20816065
4291,0.154407964,0.245168733,-5.7839E-05,-0.208243834
4292,0.154407884,0.245085127,-5.7919E-05,-0.20832744
4293,0.154407802,0.245001095,-5.8001E-05,-0.208411472
4294,0.154407721,0.244916633,-5.8082E-05,-0.208495934
4295,0.15440764,0.244831738,-0.000058163,-0.208580829
4296,0.154407558,0.244746404,-5.8245E-05,-0.208666163
4297,0.154407477,0.244660628,-5.8326E-05,-0.208751939
4298,0.154407395,0.244574405,-5.8408E-05,-0.208838162
4299,0.154407313,0.244487732,-5.849E-05,-0.208924835
4300,0.154407231,0.244400603,-5.8572E-05,-0.209011964
4301,0.154407148,0.244313015,-5.8655E-05,-0.209099552
4302,0.154407066,0.244224962,-5.8737E-05,-0.209187605
4303,0.154406983,0.24413644,-5.882E-05,-0.209276127
4304,0.1544069,0.244047444,-5.8903E-05,-0.209365123
4305,0.154406817,0.24395797,-5.8986E-05,-0.209454597
4306,0.154406734,0.243868012,-5.9069E-05,-0.209544555
4307,0.15440665,0.243777566,-5.9153E-05,-0.209635001
4308,0.154406567,0.243686626,-5.9236E-05,-0.209725941
4309,0.154406483,0.243595187,-5.932E-05,-0.20981738
4310,0.154406399,0.243503244,-5.9404E-05,-0.209909323
4311,0.154406315,0.243410791,-5.9488E-05,-0.210001776
4312,0.15440623,0.243317824,-5.9573E-05,-0.210094743
4313,0.154406146,0.243224335,-5.9657E-05,-0.210188232
4314,0.154406061,0.24313032,-5.9742E-05,-0.210282247
4315,0.154405976,0.243035773,-5.9827E-05,-0.210376794
4316,0.154405891,0.242940687,-5.9912E-05,-0.21047188
4317,0.154405806,0.242845057,-5.9997E-05,-0.21056751
4318,0.15440572,0.242748876,-6.0083E-05,-0.210663691
4319,0.154405635,0.242652137,-6.0168E-05,-0.21076043
4320,0.154405549,0.242554836,-6.0254E-05,-0.210857731
4321,0.154405463,0.242456963,-6.034E-05,-0.210955604
4322,0.154405377,0.242358514,-6.0426E-05,-0.211054053
4323,0.154405291,0.242259481,-6.0512E-05,-0.211153086
4324,0.154405204,0.242159856,-6.0599E-05,-0.211252711
4325,0.154405117,0.242059633,-6.0686E-05,-0.211352934
4326,0.154405031,0.241958803,-6.0772E-05,-0.211453764
4327,0.154404943,0.24185736,-6.086E-05,-0.211555207
4328,0.154404856,0.241755296,-6.0947E-05,-0.211657271
4329,0.154404769,0.241652602,-6.1034E-05,-0.211759965
4330,0.154404681,0.241549271,-6.1122E-05,-0.211863296
4331,0.154404593,0.241445293,-6.121E-05,-0.211967274
4332,0.154404505,0.241340661,-6.1298E-05,-0.212071906
4333,0.154404417,0.241235366,-6.1386E-05,-0.212177201
4334,0.154404329,0.241129398,-6.1474E-05,-0.212283169
4335,0.15440424,0.241022748,-6.1563E-05,-0.212389819
4336,0.154404151,0.240915408,-6.1652E-05,-0.212497159
4337,0.154404062,0.240807366,-6.1741E-05,-0.212605201
4338,0.154403973,0.240698613,-6.183E-05,-0.212713954
4339,0.154403884,0.240589139,-6.1919E-05,-0.212823428
4340,0.154403794,0.240478933,-6.2009E-05,-0.212933634
4341,0.154403705,0.240367985,-6.2098E-05,-0.213044582
4342,0.154403615,0.240256283,-6.2188E-05,-0.213156284
4343,0.154403525,0.240143816,-6.2278E-05,-0.213268751
4344,0.154403434,0.240030572,-6.2369E-05,-0.213381995
4345,0.154403344,0.23991654,-6.2459E-05,-0.213496027
4346,0.154403253,0.239801705,-6.255E-05,-0.213610862
4347,0.154403162,0.239686057,-6.2641E-05,-0.21372651
4348,0.154403071,0.239569582,-6.2732E-05,-0.213842985
4349,0.15440298,0.239452266,-6.2823E-05,-0.213960301
4350,0.154402888,0.239334095,-6.2915E-05,-0.214078472
4351,0.154402796,0.239215056,-6.3007E-05,-0.214197511
4352,0.154402705,0.239095132,-6.3098E-05,-0.214317435
4353,0.154402612,0.23897431,-6.3191E-05,-0.214438257
4354,0.15440252,0.238852573,-6.3283E-05,-0.214559994
4355,0.154402428,0.238729906,-6.3375E-05,-0.214682661
4356,0.154402335,0.238606291,-6.3468E-05,-0.214806276
4357,0.154402242,0.238481712,-6.3561E-05,-0.214930855
4358,0.154402149,0.23835615,-6.3654E-05,-0.215056417
4359,0.154402056,0.238229588,-6.3747E-05,-0.215182979
4360,0.154401962,0.238102006,-6.3841E-05,-0.215310561
4361,0.154401868,0.237973386,-6.3935E-05,-0.215439181
4362,0.154401775,0.237843706,-6.4028E-05,-0.215568861
4363,0.15440168,0.237712947,-6.4123E-05,-0.21569962
4364,0.154401586,0.237581086,-6.4217E-05,-0.215831481
4365,0.154401492,0.237448102,-6.4311E-05,-0.215964465
4366,0.154401397,0.237313972,-6.4406E-05,-0.216098595
4367,0.154401302,0.237178671,-6.4501E-05,-0.216233896
4368,0.154401207,0.237042176,-6.4596E-05,-0.216370391
4369,0.154401111,0.23690446,-6.4692E-05,-0.216508107
4370,0.154401016,0.236765498,-6.4787E-05,-0.216647069
4371,0.15440092,0.236625262,-6.4883E-05,-0.216787305
4372,0.154400824,0.236483724,-6.4979E-05,-0.216928843
4373,0.154400728,0.236340855,-6.5075E-05,-0.217071712
4374,0.154400631,0.236196625,-6.5172E-05,-0.217215942
4375,0.154400535,0.236051003,-6.5268E-05,-0.217361564
4376,0.154400438,0.235903955,-6.5365E-05,-0.217508612
4377,0.154400341,0.235755448,-6.5462E-05,-0.217657119
4378,0.154400244,0.235605448,-6.5559E-05,-0.217807119
4379,0.154400146,0.235453918,-6.5657E-05,-0.217958649
4380,0.154400048,0.23530082,-6.5755E-05,-0.218111747
4381,0.154399951,0.235146117,-6.5852E-05,-0.21826645
4382,0.154399852,0.234989766,-6.5951E-05,-0.218422801
4383,0.154399754,0.234831728,-6.6049E-05,-0.218580839
4384,0.154399655,0.234671957,-6.6148E-05,-0.21874061
4385,0.154399557,0.234510409,-6.6246E-05,-0.218902158
4386,0.154399458,0.234347036,-6.6345E-05,-0.219065531
4387,0.154399358,0.234181791,-6.6445E-05,-0.219230776
4388,0.154399259,0.234014623,-6.6544E-05,-0.219397944
4389,0.154399159,0.23384548,-6.6644E-05,-0.219567087
4390,0.15439906,0.233674306,-6.6743E-05,-0.219738261
4391,0.154398959,0.233501046,-6.6844E-05,-0.219911521
4392,0.154398859,0.23332564,-6.6944E-05,-0.220086927
4393,0.154398759,0.233148027,-6.7044E-05,-0.22026454
4394,0.154398658,0.232968145,-6.7145E-05,-0.220444422
4395,0.154398557,0.232785928,-6.7246E-05,-0.220626639
4396,0.154398456,0.232601307,-6.7347E-05,-0.22081126
4397,0.154398354,0.23241421,-6.7449E-05,-0.220998357
4398,0.154398252,0.232224566,-6.7551E-05,-0.221188001
4399,0.154398151,0.232032296,-6.7652E-05,-0.221380271
4400,0.154398048,0.231837323,-6.7755E-05,-0.221575244
4401,0.154397946,0.231639562,-6.7857E-05,-0.221773005
4402,0.154397843,0.23143893,-6.796E-05,-0.221973637
4403,0.154397741,0.231235336,-6.8062E-05,-0.222177231
4404,0.154397638,0.23102869,-6.8165E-05,-0.222383877
4405,0.154397534,0.230818896,-6.8269E-05,-0.222593671
4406,0.154397431,0.230605855,-6.8372E-05,-0.222806712
4407,0.154397327,0.230389465,-6.8476E-05,-0.223023102
4408,0.154397223,0.23016962,-6.858E-05,-0.223242947
4409,0.154397119,0.229946209,-6.8684E-05,-0.223466358
4410,0.154397014,0.229719121,-6.8789E-05,-0.223693446
4411,0.15439691,0.229488236,-6.8893E-05,-0.223924331
4412,0.154396805,0.229253434,-6.8998E-05,-0.224159133
4413,0.1543967,0.229014589,-6.9103E-05,-0.224397978
4414,0.154396594,0.228771573,-6.9209E-05,-0.224640994
4415,0.154396489,0.228524251,-6.9314E-05,-0.224888316
4416,0.154396383,0.228272487,-6.942E-05,-0.22514008
4417,0.154396277,0.228016138,-6.9526E-05,-0.225396429
4418,0.15439617,0.227755059,-6.9633E-05,-0.225657508
4419,0.154396064,0.2274891,-6.9739E-05,-0.225923467
4420,0.154395957,0.227218108,-6.9846E-05,-0.226194459
4421,0.15439585,0.226941924,-6.9953E-05,-0.226470643
4422,0.154395743,0.226660388,-7.006E-05,-0.226752179
4423,0.154395635,0.226373334,-7.0168E-05,-0.227039233
4424,0.154395527,0.226080593,-7.0276E-05,-0.227331974
4425,0.154395419,0.225781993,-7.0384E-05,-0.227630574
4426,0.154395311,0.225477358,-7.0492E-05,-0.227935209
4427,0.154395203,0.225166509,-7.06E-05,-0.228246058
4428,0.154395094,0.224849264,-7.0709E-05,-0.228563303
4429,0.154394985,0.224525441,-7.0818E-05,-0.228887126
4430,0.154394876,0.224194851,-7.0927E-05,-0.229217716
4431,0.154394766,0.223857306,-7.1037E-05,-0.229555261
4432,0.154394656,0.223512617,-7.1147E-05,-0.22989995
4433,0.154394546,0.223160593,-7.1257E-05,-0.230251974
4434,0.154394436,0.222801041,-7.1367E-05,-0.230611526
4435,0.154394326,0.222433768,-7.1477E-05,-0.230978799
4436,0.154394215,0.222058584,-7.1588E-05,-0.231353983
4437,0.154394104,0.221675296,-7.1699E-05,-0.231737271
4438,0.154393993,0.221283713,-7.181E-05,-0.232128854
4439,0.154393881,0.220883649,-7.1922E-05,-0.232528918
4440,0.154393769,0.220474916,-7.2034E-05,-0.232937651
4441,0.154393657,0.220057332,-7.2146E-05,-0.233355235
4442,0.154393545,0.219630717,-7.2258E-05,-0.23378185
4443,0.154393432,0.219194897,-7.2371E-05,-0.23421767
4444,0.15439332,0.2187497,-7.2483E-05,-0.234662867
4445,0.154393206,0.218294964,-7.2597E-05,-0.235117603
4446,0.154393093,0.21783053,-7.271E-05,-0.235582037
4447,0.15439298,0.217356248,-7.2823E-05,-0.236056319
4448,0.154392866,0.216871975,-7.2937E-05,-0.236540592
4449,0.154392752,0.216377576,-7.3051E-05,-0.237034991
4450,0.154392637,0.215872928,-7.3166E-05,-0.237539639
4451,0.154392523,0.215357915,-7.328E-05,-0.238054652
4452,0.154392408,0.214832434,-7.3395E-05,-0.238580133
4453,0.154392293,0.214296393,-7.351E-05,-0.239116174
