time,gibbs,gibbs,,
2014,0.154452256,0.270138529,-1.3547E-05,-0.183274038
2015,0.154452254,0.270138327,-1.3549E-05,-0.18327424
2016,0.154452252,0.270138124,-1.3551E-05,-0.183274443
2017,0.15445225,0.270137921,-1.3553E-05,-0.183274646
2018,0.154452248,0.270137717,-1.3555E-05,-0.18327485
2019,0.154452246,0.270137513,-1.3557E-05,-0.183275054
2020,0.154452244,0.270137308,-1.3559E-05,-0.183275259
2021,0.154452242,0.270137103,-1.3561E-05,-0.183275464
2022,0.15445224,0.270136897,-1.3563E-05,-0.18327567
2023,0.154452238,0.270136691,-1.3565E-05,-0.183275876
2024,0.154452236,0.270136484,-1.3567E-05,-0.183276083
2025,0.154452234,0.270136276,-1.3569E-05,-0.183276291
2026,0.154452232,0.270136068,-1.3571E-05,-0.183276499
2027,0.15445223,0.27013586,-1.3573E-05,-0.183276707
2028,0.154452228,0.270135651,-1.3575E-05,-0.183276916
2029,0.154452226,0.270135442,-1.3577E-05,-0.183277125
2030,0.154452224,0.270135232,-1.3579E-05,-0.183277335
2031,0.154452222,0.270135021,-1.3581E-05,-0.183277546
2032,0.15445222,0.27013481,-1.3583E-05,-0.183277757
2033,0.154452218,0.270134599,-1.3585E-05,-0.183277968
2034,0.154452215,0.270134387,-1.3588E-05,-0.18327818
2035,0.154452213,0.270134174,-1.359E-05,-0.183278393
2036,0.154452211,0.270133961,-1.3592E-05,-0.183278606
2037,0.154452209,0.270133748,-1.3594E-05,-0.183278819
2038,0.154452207,0.270133534,-1.3596E-05,-0.183279033
2039,0.154452205,0.270133319,-1.3598E-05,-0.183279248
2040,0.154452203,0.270133104,-1.36E-05,-0.183279463
2041,0.154452201,0.270132888,-1.3602E-05,-0.183279679
2042,0.154452199,0.270132672,-1.3604E-05,-0.183279895
2043,0.154452197,0.270132455,-1.3606E-05,-0.183280112
2044,0.154452195,0.270132238,-1.3608E-05,-0.183280329
2045,0.154452192,0.27013202,-1.3611E-05,-0.183280547
2046,0.15445219,0.270131801,-1.3613E-05,-0.183280766
2047,0.154452188,0.270131582,-1.3615E-05,-0.183280985
2048,0.154452186,0.270131363,-1.3617E-05,-0.183281204
2049,0.154452184,0.270131143,-1.3619E-05,-0.183281424
2050,0.154452182,0.270130922,-1.3621E-05,-0.183281645
2051,0.15445218,0.270130701,-1.3623E-05,-0.183281866
2052,0.154452178,0.270130479,-1.3625E-05,-0.183282088
2053,0.154452175,0.270130257,-1.3628E-05,-0.18328231
2054,0.154452173,0.270130034,-1.363E-05,-0.183282533
2055,0.154452171,0.270129811,-1.3632E-05,-0.183282756
2056,0.154452169,0.270129587,-1.3634E-05,-0.18328298
2057,0.154452167,0.270129363,-1.3636E-05,-0.183283204
2058,0.154452165,0.270129138,-1.3638E-05,-0.183283429
2059,0.154452162,0.270128912,-1.3641E-05,-0.183283655
2060,0.15445216,0.270128686,-1.3643E-05,-0.183283881
2061,0.154452158,0.27012846,-1.3645E-05,-0.183284107
2062,0.154452156,0.270128232,-1.3647E-05,-0.183284335
2063,0.154452154,0.270128005,-1.3649E-05,-0.183284562
2064,0.154452152,0.270127776,-1.3651E-05,-0.183284791
2065,0.154452149,0.270127547,-1.3654E-05,-0.18328502
2066,0.154452147,0.270127318,-1.3656E-05,-0.183285249
2067,0.154452145,0.270127088,-1.3658E-05,-0.183285479
2068,0.154452143,0.270126857,-1.366E-05,-0.18328571
2069,0.154452141,0.270126626,-1.3662E-05,-0.183285941
2070,0.154452139,0.270126394,-1.3664E-05,-0.183286173
2071,0.154452136,0.270126162,-1.3667E-05,-0.183286405
2072,0.154452134,0.270125929,-1.3669E-05,-0.183286638
2073,0.154452132,0.270125696,-1.3671E-05,-0.183286871
2074,0.15445213,0.270125462,-1.3673E-05,-0.183287105
2075,0.154452127,0.270125227,-1.3676E-05,-0.18328734
2076,0.154452125,0.270124992,-1.3678E-05,-0.183287575
2077,0.154452123,0.270124756,-1.368E-05,-0.183287811
2078,0.154452121,0.27012452,-1.3682E-05,-0.183288047
2079,0.154452119,0.270124283,-1.3684E-05,-0.183288284
2080,0.154452116,0.270124045,-1.3687E-05,-0.183288522
2081,0.154452114,0.270123807,-1.3689E-05,-0.18328876
2082,0.154452112,0.270123568,-1.3691E-05,-0.183288999
2083,0.15445211,0.270123329,-1.3693E-05,-0.183289238
2084,0.154452107,0.270123089,-1.3696E-05,-0.183289478
2085,0.154452105,0.270122848,-1.3698E-05,-0.183289719
2086,0.154452103,0.270122607,-1.37E-05,-0.18328996
2087,0.154452101,0.270122366,-1.3702E-05,-0.183290201
2088,0.154452098,0.270122123,-1.3705E-05,-0.183290444
2089,0.154452096,0.270121881,-1.3707E-05,-0.183290686
2090,0.154452094,0.270121637,-1.3709E-05,-0.18329093
2091,0.154452092,0.270121393,-1.3711E-05,-0.183291174
2092,0.154452089,0.270121148,-1.3714E-05,-0.183291419
2093,0.154452087,0.270120903,-1.3716E-05,-0.183291664
2094,0.154452085,0.270120657,-1.3718E-05,-0.18329191
2095,0.154452083,0.270120411,-1.372E-05,-0.183292156
2096,0.15445208,0.270120163,-1.3723E-05,-0.183292404
2097,0.154452078,0.270119916,-1.3725E-05,-0.183292651
2098,0.154452076,0.270119667,-1.3727E-05,-0.1832929
2099,0.154452073,0.270119418,-1.373E-05,-0.183293149
2100,0.154452071,0.270119169,-1.3732E-05,-0.183293398
2101,0.154452069,0.270118919,-1.3734E-05,-0.183293648
2102,0.154452066,0.270118668,-1.3737E-05,-0.183293899
2103,0.154452064,0.270118417,-1.3739E-05,-0.18329415
2104,0.154452062,0.270118164,-1.3741E-05,-0.183294403
2105,0.15445206,0.270117912,-1.3743E-05,-0.183294655
2106,0.154452057,0.270117659,-1.3746E-05,-0.183294908
2107,0.154452055,0.270117405,-1.3748E-05,-0.183295162
2108,0.154452053,0.27011715,-1.375E-05,-0.183295417
2109,0.15445205,0.270116895,-1.3753E-05,-0.183295672
2110,0.154452048,0.270116639,-1.3755E-05,-0.183295928
2111,0.154452046,0.270116383,-1.3757E-05,-0.183296184
2112,0.154452043,0.270116126,-1.376E-05,-0.183296441
2113,0.154452041,0.270115868,-1.3762E-05,-0.183296699
2114,0.154452038,0.27011561,-1.3765E-05,-0.183296957
2115,0.154452036,0.270115351,-1.3767E-05,-0.183297216
2116,0.154452034,0.270115091,-1.3769E-05,-0.183297476
2117,0.154452031,0.270114831,-1.3772E-05,-0.183297736
2118,0.154452029,0.27011457,-1.3774E-05,-0.183297997
2119,0.154452027,0.270114308,-1.3776E-05,-0.183298259
2120,0.154452024,0.270114046,-1.3779E-05,-0.183298521
2121,0.154452022,0.270113783,-1.3781E-05,-0.183298784
2122,0.15445202,0.27011352,-1.3783E-05,-0.183299047
2123,0.154452017,0.270113256,-1.3786E-05,-0.183299311
2124,0.154452015,0.270112991,-1.3788E-05,-0.183299576
2125,0.154452012,0.270112725,-1.3791E-05,-0.183299842
2126,0.15445201,0.270112459,-1.3793E-05,-0.183300108
2127,0.154452008,0.270112192,-1.3795E-05,-0.183300375
2128,0.154452005,0.270111925,-1.3798E-05,-0.183300642
2129,0.154452003,0.270111657,-1.38E-05,-0.18330091
2130,0.154452,0.270111388,-1.3803E-05,-0.183301179
2131,0.154451998,0.270111119,-1.3805E-05,-0.183301448
2132,0.154451996,0.270110849,-1.3807E-05,-0.183301718
2133,0.154451993,0.270110578,-1.381E-05,-0.183301989
2134,0.154451991,0.270110307,-1.3812E-05,-0.18330226
2135,0.154451988,0.270110035,-1.3815E-05,-0.183302532
2136,0.154451986,0.270109762,-1.3817E-05,-0.183302805
2137,0.154451983,0.270109488,-1.382E-05,-0.183303079
2138,0.154451981,0.270109214,-1.3822E-05,-0.183303353
2139,0.154451979,0.27010894,-1.3824E-05,-0.183303627
2140,0.154451976,0.270108664,-1.3827E-05,-0.183303903
2141,0.154451974,0.270108388,-1.3829E-05,-0.183304179
2142,0.154451971,0.270108111,-1.3832E-05,-0.183304456
2143,0.154451969,0.270107834,-1.3834E-05,-0.183304733
2144,0.154451966,0.270107556,-1.3837E-05,-0.183305011
2145,0.154451964,0.270107277,-1.3839E-05,-0.18330529
2146,0.154451961,0.270106997,-1.3842E-05,-0.18330557
2147,0.154451959,0.270106717,-1.3844E-05,-0.18330585
2148,0.154451956,0.270106436,-1.3847E-05,-0.183306131
2149,0.154451954,0.270106154,-1.3849E-05,-0.183306413
2150,0.154451952,0.270105872,-1.3851E-05,-0.183306695
2151,0.154451949,0.270105589,-1.3854E-05,-0.183306978
2152,0.154451947,0.270105305,-1.3856E-05,-0.183307262
2153,0.154451944,0.270105021,-1.3859E-05,-0.183307546
2154,0.154451942,0.270104736,-1.3861E-05,-0.183307831
2155,0.154451939,0.27010445,-1.3864E-05,-0.183308117
2156,0.154451937,0.270104163,-1.3866E-05,-0.183308404
2157,0.154451934,0.270103876,-1.3869E-05,-0.183308691
2158,0.154451932,0.270103588,-1.3871E-05,-0.183308979
2159,0.154451929,0.2701033,-1.3874E-05,-0.183309267
2160,0.154451926,0.27010301,-1.3877E-05,-0.183309557
2161,0.154451924,0.27010272,-1.3879E-05,-0.183309847
2162,0.154451921,0.270102429,-1.3882E-05,-0.183310138
2163,0.154451919,0.270102138,-1.3884E-05,-0.183310429
2164,0.154451916,0.270101846,-1.3887E-05,-0.183310721
2165,0.154451914,0.270101553,-1.3889E-05,-0.183311014
2166,0.154451911,0.270101259,-1.3892E-05,-0.183311308
2167,0.154451909,0.270100965,-1.3894E-05,-0.183311602
2168,0.154451906,0.270100669,-1.3897E-05,-0.183311898
2169,0.154451904,0.270100374,-1.3899E-05,-0.183312193
2170,0.154451901,0.270100077,-1.3902E-05,-0.18331249
2171,0.154451899,0.27009978,-1.3904E-05,-0.183312787
2172,0.154451896,0.270099482,-1.3907E-05,-0.183313085
2173,0.154451893,0.270099183,-1.391E-05,-0.183313384
2174,0.154451891,0.270098883,-1.3912E-05,-0.183313684
2175,0.154451888,0.270098583,-1.3915E-05,-0.183313984
2176,0.154451886,0.270098282,-1.3917E-05,-0.183314285
2177,0.154451883,0.27009798,-1.392E-05,-0.183314587
2178,0.15445188,0.270097678,-1.3923E-05,-0.183314889
2179,0.154451878,0.270097375,-1.3925E-05,-0.183315192
2180,0.154451875,0.270097071,-1.3928E-05,-0.183315496
2181,0.154451873,0.270096766,-1.393E-05,-0.183315801
2182,0.15445187,0.27009646,-1.3933E-05,-0.183316107
2183,0.154451867,0.270096154,-1.3936E-05,-0.183316413
2184,0.154451865,0.270095847,-1.3938E-05,-0.18331672
2185,0.154451862,0.270095539,-1.3941E-05,-0.183317028
2186,0.15445186,0.270095231,-1.3943E-05,-0.183317336
2187,0.154451857,0.270094922,-1.3946E-05,-0.183317645
2188,0.154451854,0.270094612,-1.3949E-05,-0.183317955
2189,0.154451852,0.270094301,-1.3951E-05,-0.183318266
2190,0.154451849,0.270093989,-1.3954E-05,-0.183318578
2191,0.154451846,0.270093677,-1.3957E-05,-0.18331889
2192,0.154451844,0.270093364,-1.3959E-05,-0.183319203
2193,0.154451841,0.27009305,-1.3962E-05,-0.183319517
2194,0.154451839,0.270092735,-1.3964E-05,-0.183319832
2195,0.154451836,0.27009242,-1.3967E-05,-0.183320147
2196,0.154451833,0.270092104,-1.397E-05,-0.183320463
2197,0.154451831,0.270091787,-1.3972E-05,-0.18332078
2198,0.154451828,0.270091469,-1.3975E-05,-0.183321098
2199,0.154451825,0.270091151,-1.3978E-05,-0.183321416
2200,0.154451823,0.270090831,-1.398E-05,-0.183321736
2201,0.15445182,0.270090511,-1.3983E-05,-0.183322056
2202,0.154451817,0.27009019,-1.3986E-05,-0.183322377
2203,0.154451814,0.270089869,-1.3989E-05,-0.183322698
2204,0.154451812,0.270089546,-1.3991E-05,-0.183323021
2205,0.154451809,0.270089223,-1.3994E-05,-0.183323344
2206,0.154451806,0.270088899,-1.3997E-05,-0.183323668
2207,0.154451804,0.270088574,-1.3999E-05,-0.183323993
2208,0.154451801,0.270088248,-1.4002E-05,-0.183324319
2209,0.154451798,0.270087922,-1.4005E-05,-0.183324645
2210,0.154451796,0.270087594,-1.4007E-05,-0.183324973
2211,0.154451793,0.270087266,-1.401E-05,-0.183325301
2212,0.15445179,0.270086937,-1.4013E-05,-0.18332563
2213,0.154451787,0.270086608,-1.4016E-05,-0.183325959
2214,0.154451785,0.270086277,-1.4018E-05,-0.18332629
2215,0.154451782,0.270085946,-1.4021E-05,-0.183326621
2216,0.154451779,0.270085614,-1.4024E-05,-0.183326953
2217,0.154451776,0.270085281,-1.4027E-05,-0.183327286
2218,0.154451774,0.270084947,-1.4029E-05,-0.18332762
2219,0.154451771,0.270084612,-1.4032E-05,-0.183327955
2220,0.154451768,0.270084277,-1.4035E-05,-0.18332829
2221,0.154451765,0.270083941,-1.4038E-05,-0.183328626
2222,0.154451763,0.270083604,-1.404E-05,-0.183328963
2223,0.15445176,0.270083266,-1.4043E-05,-0.183329301
2224,0.154451757,0.270082927,-1.4046E-05,-0.18332964
2225,0.154451754,0.270082587,-1.4049E-05,-0.18332998
2226,0.154451751,0.270082247,-1.4052E-05,-0.18333032
2227,0.154451749,0.270081906,-1.4054E-05,-0.183330661
2228,0.154451746,0.270081564,-1.4057E-05,-0.183331003
2229,0.154451743,0.270081221,-1.406E-05,-0.183331346
2230,0.15445174,0.270080877,-1.4063E-05,-0.18333169
2231,0.154451737,0.270080532,-1.4066E-05,-0.183332035
2232,0.154451735,0.270080187,-1.4068E-05,-0.18333238
2233,0.154451732,0.270079841,-1.4071E-05,-0.183332726
2234,0.154451729,0.270079493,-1.4074E-05,-0.183333074
2235,0.154451726,0.270079145,-1.4077E-05,-0.183333422
2236,0.154451723,0.270078796,-1.408E-05,-0.183333771
2237,0.154451721,0.270078447,-1.4082E-05,-0.18333412
2238,0.154451718,0.270078096,-1.4085E-05,-0.183334471
2239,0.154451715,0.270077745,-1.4088E-05,-0.183334822
2240,0.154451712,0.270077392,-1.4091E-05,-0.183335175
2241,0.154451709,0.270077039,-1.4094E-05,-0.183335528
2242,0.154451706,0.270076685,-1.4097E-05,-0.183335882
2243,0.154451703,0.27007633,-1.41E-05,-0.183336237
2244,0.154451701,0.270075974,-1.4102E-05,-0.183336593
2245,0.154451698,0.270075618,-1.4105E-05,-0.183336949
2246,0.154451695,0.27007526,-1.4108E-05,-0.183337307
2247,0.154451692,0.270074902,-1.4111E-05,-0.183337665
2248,0.154451689,0.270074542,-1.4114E-05,-0.183338025
2249,0.154451686,0.270074182,-1.4117E-05,-0.183338385
2250,0.154451683,0.270073821,-1.412E-05,-0.183338746
2251,0.15445168,0.270073459,-1.4123E-05,-0.183339108
2252,0.154451678,0.270073096,-1.4125E-05,-0.183339471
2253,0.154451675,0.270072732,-1.4128E-05,-0.183339835
2254,0.154451672,0.270072368,-1.4131E-05,-0.183340199
2255,0.154451669,0.270072002,-1.4134E-05,-0.183340565
2256,0.154451666,0.270071636,-1.4137E-05,-0.183340931
2257,0.154451663,0.270071268,-1.414E-05,-0.183341299
2258,0.15445166,0.2700709,-1.4143E-05,-0.183341667
2259,0.154451657,0.270070531,-1.4146E-05,-0.183342036
2260,0.154451654,0.270070161,-1.4149E-05,-0.183342406
2261,0.154451651,0.27006979,-1.4152E-05,-0.183342777
2262,0.154451648,0.270069418,-1.4155E-05,-0.183343149
2263,0.154451645,0.270069045,-1.4158E-05,-0.183343522
2264,0.154451642,0.270068671,-1.4161E-05,-0.183343896
2265,0.154451639,0.270068297,-1.4164E-05,-0.18334427
2266,0.154451636,0.270067921,-1.4167E-05,-0.183344646
2267,0.154451634,0.270067544,-1.4169E-05,-0.183345023
2268,0.154451631,0.270067167,-1.4172E-05,-0.1833454
2269,0.154451628,0.270066789,-1.4175E-05,-0.183345778
2270,0.154451625,0.270066409,-1.4178E-05,-0.183346158
2271,0.154451622,0.270066029,-1.4181E-05,-0.183346538
2272,0.154451619,0.270065648,-1.4184E-05,-0.183346919
2273,0.154451616,0.270065266,-1.4187E-05,-0.183347301
2274,0.154451613,0.270064883,-1.419E-05,-0.183347684
2275,0.15445161,0.270064499,-1.4193E-05,-0.183348068
2276,0.154451607,0.270064114,-1.4196E-05,-0.183348453
2277,0.154451604,0.270063728,-1.4199E-05,-0.183348839
2278,0.154451601,0.270063341,-1.4202E-05,-0.183349226
2279,0.154451598,0.270062953,-1.4205E-05,-0.183349614
2280,0.154451595,0.270062565,-1.4208E-05,-0.183350002
2281,0.154451592,0.270062175,-1.4211E-05,-0.183350392
2282,0.154451589,0.270061784,-1.4214E-05,-0.183350783
2283,0.154451585,0.270061393,-1.4218E-05,-0.183351174
2284,0.154451582,0.270061,-1.4221E-05,-0.183351567
2285,0.154451579,0.270060607,-1.4224E-05,-0.18335196
2286,0.154451576,0.270060212,-1.4227E-05,-0.183352355
2287,0.154451573,0.270059817,-1.423E-05,-0.18335275
2288,0.15445157,0.27005942,-1.4233E-05,-0.183353147
2289,0.154451567,0.270059023,-1.4236E-05,-0.183353544
2290,0.154451564,0.270058625,-1.4239E-05,-0.183353942
2291,0.154451561,0.270058225,-1.4242E-05,-0.183354342
2292,0.154451558,0.270057825,-1.4245E-05,-0.183354742
2293,0.154451555,0.270057424,-1.4248E-05,-0.183355143
2294,0.154451552,0.270057021,-1.4251E-05,-0.183355546
2295,0.154451549,0.270056618,-1.4254E-05,-0.183355949
2296,0.154451546,0.270056214,-1.4257E-05,-0.183356353
2297,0.154451542,0.270055808,-1.4261E-05,-0.183356759
2298,0.154451539,0.270055402,-1.4264E-05,-0.183357165
2299,0.154451536,0.270054995,-1.4267E-05,-0.183357572
2300,0.154451533,0.270054587,-1.427E-05,-0.18335798
2301,0.15445153,0.270054177,-1.4273E-05,-0.18335839
2302,0.154451527,0.270053767,-1.4276E-05,-0.1833588
2303,0.154451524,0.270053356,-1.4279E-05,-0.183359211
2304,0.154451521,0.270052943,-1.4282E-05,-0.183359624
2305,0.154451517,0.27005253,-1.4286E-05,-0.183360037
2306,0.154451514,0.270052116,-1.4289E-05,-0.183360451
2307,0.154451511,0.2700517,-1.4292E-05,-0.183360867
2308,0.154451508,0.270051284,-1.4295E-05,-0.183361283
2309,0.154451505,0.270050867,-1.4298E-05,-0.1833617
2310,0.154451502,0.270050448,-1.4301E-05,-0.183362119
2311,0.154451499,0.270050029,-1.4304E-05,-0.183362538
2312,0.154451495,0.270049608,-1.4308E-05,-0.183362959
2313,0.154451492,0.270049187,-1.4311E-05,-0.18336338
2314,0.154451489,0.270048764,-1.4314E-05,-0.183363803
2315,0.154451486,0.270048341,-1.4317E-05,-0.183364226
2316,0.154451483,0.270047916,-1.432E-05,-0.183364651
2317,0.154451479,0.27004749,-1.4324E-05,-0.183365077
2318,0.154451476,0.270047063,-1.4327E-05,-0.183365504
2319,0.154451473,0.270046636,-1.433E-05,-0.183365931
2320,0.15445147,0.270046207,-1.4333E-05,-0.18336636
2321,0.154451467,0.270045777,-1.4336E-05,-0.18336679
2322,0.154451463,0.270045346,-1.434E-05,-0.183367221
2323,0.15445146,0.270044914,-0.000014343,-0.183367653
2324,0.154451457,0.270044481,-1.4346E-05,-0.183368086
2325,0.154451454,0.270044047,-1.4349E-05,-0.18336852
2326,0.15445145,0.270043612,-1.4353E-05,-0.183368955
2327,0.154451447,0.270043176,-1.4356E-05,-0.183369391
2328,0.154451444,0.270042738,-1.4359E-05,-0.183369829
2329,0.154451441,0.2700423,-1.4362E-05,-0.183370267
2330,0.154451437,0.27004186,-1.4366E-05,-0.183370707
2331,0.154451434,0.27004142,-1.4369E-05,-0.183371147
2332,0.154451431,0.270040978,-1.4372E-05,-0.183371589
2333,0.154451428,0.270040536,-1.4375E-05,-0.183372031
2334,0.154451424,0.270040092,-1.4379E-05,-0.183372475
2335,0.154451421,0.270039647,-1.4382E-05,-0.18337292
2336,0.154451418,0.270039201,-1.4385E-05,-0.183373366
2337,0.154451414,0.270038754,-1.4389E-05,-0.183373813
2338,0.154451411,0.270038306,-1.4392E-05,-0.183374261
2339,0.154451408,0.270037856,-1.4395E-05,-0.183374711
2340,0.154451405,0.270037406,-1.4398E-05,-0.183375161
2341,0.154451401,0.270036955,-1.4402E-05,-0.183375612
2342,0.154451398,0.270036502,-1.4405E-05,-0.183376065
2343,0.154451395,0.270036048,-1.4408E-05,-0.183376519
2344,0.154451391,0.270035593,-1.4412E-05,-0.183376974
2345,0.154451388,0.270035138,-1.4415E-05,-0.183377429
2346,0.154451385,0.270034681,-1.4418E-05,-0.183377886
2347,0.154451381,0.270034222,-1.4422E-05,-0.183378345
2348,0.154451378,0.270033763,-1.4425E-05,-0.183378804
2349,0.154451374,0.270033303,-1.4429E-05,-0.183379264
2350,0.154451371,0.270032841,-1.4432E-05,-0.183379726
2351,0.154451368,0.270032378,-1.4435E-05,-0.183380189
2352,0.154451364,0.270031915,-1.4439E-05,-0.183380652
2353,0.154451361,0.27003145,-1.4442E-05,-0.183381117
2354,0.154451358,0.270030984,-1.4445E-05,-0.183381583
2355,0.154451354,0.270030516,-1.4449E-05,-0.183382051
2356,0.154451351,0.270030048,-1.4452E-05,-0.183382519
2357,0.154451347,0.270029578,-1.4456E-05,-0.183382989
2358,0.154451344,0.270029108,-1.4459E-05,-0.183383459
2359,0.154451341,0.270028636,-1.4462E-05,-0.183383931
2360,0.154451337,0.270028163,-1.4466E-05,-0.183384404
2361,0.154451334,0.270027689,-1.4469E-05,-0.183384878
2362,0.15445133,0.270027214,-1.4473E-05,-0.183385353
2363,0.154451327,0.270026737,-1.4476E-05,-0.18338583
2364,0.154451324,0.270026259,-1.4479E-05,-0.183386308
2365,0.15445132,0.270025781,-1.4483E-05,-0.183386786
2366,0.154451317,0.270025301,-1.4486E-05,-0.183387266
2367,0.154451313,0.270024819,-1.449E-05,-0.183387748
2368,0.15445131,0.270024337,-1.4493E-05,-0.18338823
2369,0.154451306,0.270023854,-1.4497E-05,-0.183388713
2370,0.154451303,0.270023369,-1.45E-05,-0.183389198
2371,0.154451299,0.270022883,-1.4504E-05,-0.183389684
2372,0.154451296,0.270022396,-1.4507E-05,-0.183390171
2373,0.154451292,0.270021908,-1.4511E-05,-0.183390659
2374,0.154451289,0.270021418,-1.4514E-05,-0.183391149
2375,0.154451285,0.270020927,-1.4518E-05,-0.18339164
2376,0.154451282,0.270020435,-1.4521E-05,-0.183392132
2377,0.154451278,0.270019942,-1.4525E-05,-0.183392625
2378,0.154451275,0.270019448,-1.4528E-05,-0.183393119
2379,0.154451271,0.270018953,-1.4532E-05,-0.183393614
2380,0.154451268,0.270018456,-1.4535E-05,-0.183394111
2381,0.154451264,0.270017958,-1.4539E-05,-0.183394609
2382,0.154451261,0.270017459,-1.4542E-05,-0.183395108
2383,0.154451257,0.270016958,-1.4546E-05,-0.183395609
2384,0.154451254,0.270016457,-1.4549E-05,-0.18339611
2385,0.15445125,0.270015954,-1.4553E-05,-0.183396613
2386,0.154451247,0.27001545,-1.4556E-05,-0.183397117
2387,0.154451243,0.270014944,-1.456E-05,-0.183397623
2388,0.15445124,0.270014438,-1.4563E-05,-0.183398129
2389,0.154451236,0.27001393,-1.4567E-05,-0.183398637
2390,0.154451232,0.270013421,-1.4571E-05,-0.183399146
2391,0.154451229,0.270012911,-1.4574E-05,-0.183399656
2392,0.154451225,0.270012399,-1.4578E-05,-0.183400168
2393,0.154451222,0.270011886,-1.4581E-05,-0.183400681
2394,0.154451218,0.270011372,-1.4585E-05,-0.183401195
2395,0.154451214,0.270010857,-1.4589E-05,-0.18340171
2396,0.154451211,0.270010341,-1.4592E-05,-0.183402226
2397,0.154451207,0.270009823,-1.4596E-05,-0.183402744
2398,0.154451204,0.270009304,-1.4599E-05,-0.183403263
2399,0.1544512,0.270008783,-1.4603E-05,-0.183403784
2400,0.154451196,0.270008262,-1.4607E-05,-0.183404305
2401,0.154451193,0.270007739,-1.461E-05,-0.183404828
2402,0.154451189,0.270007214,-1.4614E-05,-0.183405353
2403,0.154451185,0.270006689,-1.4618E-05,-0.183405878
2404,0.154451182,0.270006162,-1.4621E-05,-0.183406405
2405,0.154451178,0.270005634,-1.4625E-05,-0.183406933
2406,0.154451175,0.270005105,-1.4628E-05,-0.183407462
2407,0.154451171,0.270004574,-1.4632E-05,-0.183407993
2408,0.154451167,0.270004042,-1.4636E-05,-0.183408525
2409,0.154451164,0.270003509,-1.4639E-05,-0.183409058
2410,0.15445116,0.270002974,-1.4643E-05,-0.183409593
2411,0.154451156,0.270002438,-1.4647E-05,-0.183410129
2412,0.154451152,0.270001901,-1.4651E-05,-0.183410666
2413,0.154451149,0.270001363,-1.4654E-05,-0.183411204
2414,0.154451145,0.270000823,-1.4658E-05,-0.183411744
2415,0.154451141,0.270000282,-1.4662E-05,-0.183412285
2416,0.154451138,0.269999739,-1.4665E-05,-0.183412828
2417,0.154451134,0.269999195,-1.4669E-05,-0.183413372
2418,0.15445113,0.26999865,-1.4673E-05,-0.183413917
2419,0.154451126,0.269998104,-1.4677E-05,-0.183414463
2420,0.154451123,0.269997556,-1.468E-05,-0.183415011
2421,0.154451119,0.269997007,-1.4684E-05,-0.18341556
2422,0.154451115,0.269996456,-1.4688E-05,-0.183416111
2423,0.154451111,0.269995905,-1.4692E-05,-0.183416662
2424,0.154451108,0.269995351,-1.4695E-05,-0.183417216
2425,0.154451104,0.269994797,-1.4699E-05,-0.18341777
2426,0.1544511,0.269994241,-1.4703E-05,-0.183418326
2427,0.154451096,0.269993684,-1.4707E-05,-0.183418883
2428,0.154451093,0.269993125,-1.471E-05,-0.183419442
2429,0.154451089,0.269992565,-1.4714E-05,-0.183420002
2430,0.154451085,0.269992004,-1.4718E-05,-0.183420563
2431,0.154451081,0.269991441,-1.4722E-05,-0.183421126
2432,0.154451077,0.269990877,-1.4726E-05,-0.18342169
2433,0.154451074,0.269990311,-1.4729E-05,-0.183422256
2434,0.15445107,0.269989745,-1.4733E-05,-0.183422822
2435,0.154451066,0.269989176,-1.4737E-05,-0.183423391
2436,0.154451062,0.269988607,-1.4741E-05,-0.18342396
2437,0.154451058,0.269988036,-1.4745E-05,-0.183424531
2438,0.154451055,0.269987463,-1.4748E-05,-0.183425104
2439,0.154451051,0.269986889,-1.4752E-05,-0.183425678
2440,0.154451047,0.269986314,-1.4756E-05,-0.183426253
2441,0.154451043,0.269985737,-1.476E-05,-0.18342683
2442,0.154451039,0.269985159,-1.4764E-05,-0.183427408
2443,0.154451035,0.26998458,-1.4768E-05,-0.183427987
2444,0.154451031,0.269983999,-1.4772E-05,-0.183428568
2445,0.154451027,0.269983417,-1.4776E-05,-0.18342915
2446,0.154451024,0.269982833,-1.4779E-05,-0.183429734
2447,0.15445102,0.269982248,-1.4783E-05,-0.183430319
2448,0.154451016,0.269981661,-1.4787E-05,-0.183430906
2449,0.154451012,0.269981073,-1.4791E-05,-0.183431494
2450,0.154451008,0.269980484,-1.4795E-05,-0.183432083
2451,0.154451004,0.269979893,-1.4799E-05,-0.183432674
2452,0.154451,0.2699793,-1.4803E-05,-0.183433267
2453,0.154450996,0.269978706,-1.4807E-05,-0.183433861
2454,0.154450992,0.269978111,-1.4811E-05,-0.183434456
2455,0.154450988,0.269977514,-1.4815E-05,-0.183435053
2456,0.154450984,0.269976916,-1.4819E-05,-0.183435651
2457,0.15445098,0.269976317,-1.4823E-05,-0.18343625
2458,0.154450976,0.269975716,-1.4827E-05,-0.183436851
2459,0.154450973,0.269975113,-1.483E-05,-0.183437454
2460,0.154450969,0.269974509,-1.4834E-05,-0.183438058
2461,0.154450965,0.269973903,-1.4838E-05,-0.183438664
2462,0.154450961,0.269973296,-1.4842E-05,-0.183439271
2463,0.154450957,0.269972688,-1.4846E-05,-0.183439879
2464,0.154450953,0.269972078,-1.485E-05,-0.183440489
2465,0.154450949,0.269971466,-1.4854E-05,-0.183441101
